"director","title_count"
"Yuen Wo-Ping","1"
"Svati Chakravarty Bhatkal","1"
"Laura Terruso","1"
"Park Joon-hwa","1"
"Tetsuo Yajima","1"
"Robert Eggers","1"
"Hari Viswanath","1"
"Rod Lurie","1"
"Joe Berlinger, Bruce Sinofsky","1"
"Bernardo Arellano","1"
"Cheang Pou Soi","1"
"Manu Ashokan","1"
"Santiago Diaz, Pablo Martin Farina","1"
"Brian Smith","1"
"Vineeth Anil","1"
"Mathieu Auvray","1"
"Pooja Bhatt","1"
"Gayane Petrosyan","1"
"Mark Raso","1"
"Younuts!","1"
"Cosmo Feilding-Mellen","1"
"Lisa Cortés, Farah X","1"
"David Lynch","1"
"Jennifer Peedom","1"
"Kenny Leon","1"
"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee","1"
"Jonathan Taylor","1"
"Måns Mårlind, Björn Stein","1"
"Takuya Inaba","1"
"Mario Van Peebles","1"
"Partho Mitra","1"
"Rupert Jones","1"
"Matt Reeves","1"
"Anita Barbosa","1"
"Seiji Mizushima","1"
"Greg McLean","1"
"Bilal Lashari","1"
"Elizabeth Chai Vasarhelyi","1"
"Pierfrancesco Diliberto","1"
"Pippa Ehrlich, James Reed","1"
"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki","1"
"Xavier Durringer","1"
"Peter Billingsley","1"
"Datta Mohan Bhandare","1"
"Lee Chung-hyun","1"
"Shashilal K. Nair","1"
"Sudhanshu Saria","1"
"Evan Katz","1"
"Trisha Ziff","1"
"Richard Correll","1"
"Marina Willer","1"
"Tariq Khan","1"
"Lucy Cohen","1"
"Mark Helfrich","1"
"Mitzi Vanessa Arreola, Amir Galvan Cervera","1"
"Jack Zagha Kababie","1"
"Olivia Milch","1"
"Numa Perrier","1"
"Chris Columbus","1"
"Sameer Sharma","1"
"Peter Sollett","1"
"John Putch","1"
"Felix Chong","1"
"Alex Coletti","1"
"Gregory Jacobs","1"
"Krysia Plonka","1"
"Kepa Sojo","1"
"John Mitchell, Jeremy Kipp Walker","1"
"Chris Renaud","1"
"K. Rajagopal","1"
"Mike Doyle","1"
"Sam Liu, Frank Paur","1"
"Salima Koroma","1"
"Park Hoon-jung","1"
"Shashank Khaitan","1"
"Seren Yüce","1"
"Raymond Wood","1"
"Daniel Arasanz","1"
"Denis Do","1"
"Jesse Peretz","1"
"Donick Cary","1"
"Mati Diop","1"
"Vic Armstrong","1"
"David Koepp","1"
"Ian Cheney","1"
"Todd Phillips","1"
"Lukas Dhont","1"
"Avinash Das","1"
"Jeff Tomsic","1"
"Liz Plonka","1"
"Nana Ekvtimishvili, Simon Gross","1"
"Ken Marino","1"
"Scott Cooper","1"
"Kranti Redkar","1"
"Arati Kadav","1"
"Li Jun","1"
"Gene Quintano","1"
"Archie Hekagery","1"
"Rob Marshall","1"
"Ferzan Özpetek","1"
"Ang Lee","1"
"Justin Krook","1"
"Bart Freundlich","1"
"Bhushan Patel","1"
"Robert Moresco","1"
"Prasanth Varma","1"
"Tim Maltby","1"
"Laura VanZee Taylor","1"
"Ashraf Fayeq","1"
"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder","1"
"Katy Chevigny, Ross Kauffman","1"
"Eric Bress","1"
"Jerry G. Angelo","1"
"Bryan Fogel","1"
"Shazia Ali Khan","1"
"Shreyas Talpade","1"
"Abel Ferrara","1"
"Luis Estrada","1"
"Maite Ruiz De Austri","1"
"Joey Curtis","1"
"Alejandro Lozano","1"
"Bharat Nalluri","1"
"Jos Humphrey","1"
"Rai Yuvraj Bains","1"
"Tomas Portella","1"
"Tony Datis","1"
"Paul Katis","1"
"Will Allen","1"
"Ehtesham Uddin","1"
"Tamara Jenkins","1"
"Marek Kanievska","1"
"Mathieu Kassovitz","1"
"Lone Scherfig","1"
"Miguel Conde","1"
"Alice Wu","1"
"Tomas Brickhill","1"
"Jadesola Osiberu","1"
"Lenin Bharathi","1"
"Cris D'Amato","1"
"Tom O'Brien","1"
"Alex Burunova","1"
"Dustin Hoffman","1"
"Patrick Graham","1"
"Samit Kakkad","1"
"Don Bluth","1"
"Dave Green","1"
"Adisorn Tresirikasem","1"
"Hernán Guerschuny","1"
"Sandi Tan","1"
"Sudipto Roy","1"
"Richard Bates Jr.","1"
"Valeria Golino","1"
"Doron Paz, Yoav Paz","1"
"Nacho G. Velilla","1"
"Mark Dindal","1"
"Jayan Vannery","1"
"Victor Cook","1"
"Bill Guttentag, Michael Ware","1"
"Mandie Fletcher","1"
"Park In-je","1"
"Rene Liu","1"
"Yoon Sung-hyun","1"
"Bob Rose","1"
"Grant S. Johnson, Ippsie Jones","1"
"Jason Stone","1"
"Brett Donowho","1"
"Hugo Stuven","1"
"Paul Solet","1"
"Stephen Donnelly, Olly Reid, Jun Falkenstein","1"
"Bob Odenkirk","1"
"Sam Patton","1"
"Shin-yeon Won","1"
"Chang-Min Lee","1"
"Ilya Naishuller","1"
"Adriana Trigiani","1"
"Advait Chandan","1"
"Shanjey Kumar Perumal","1"
"David L.G. Hughes","1"
"R.J. Daniel Hanna","1"
"Pan Nalin","1"
"Eddie Rosas","1"
"Umesh Ghadge","1"
"Franck Phelizon","1"
"Alo Sarkar","1"
"Karan Shivajirao Chavan, Vikram Tanajirao Patil","1"
"Raymie Muzquiz, Stu Livingston","1"
"Pablo Larraín","1"
"Mary Mazzio","1"
"Chris Renaud, Kyle Balda","1"
"Anthony Minghella","1"
"Yudai Yamaguchi","1"
"Adam Bhala Lough","1"
"J. Michael Long","1"
"Eva Orner","1"
"Malik Bendjelloul","1"
"Jeffrey Schwarz","1"
"Ian MacAllister-McDonald","1"
"Kurt Voelker","1"
"Marty Callner","1"
"Michael Feifer","1"
"Izidore K. Musallam","1"
"Jazz Boon","1"
"Deep Joshi","1"
"Victor Gatonye","1"
"Jean-François Blais","1"
"Mark Herman","1"
"Sathyan Anthikad","1"
"Ted Braun","1"
"Roman Coppola","1"
"Philip Barantini","1"
"Alejandro Hartmann","1"
"Chris Weitz, Paul Weitz","1"
"Picky Talarico","1"
"Mark Sloper","1"
"Liu Kuang-hui","1"
"Saurabh Sinha","1"
"Babak Anvari","1"
"Blake Harris, Chris Bouchard","1"
"Shrihari Sathe","1"
"Ravishankar Venkateswaran","1"
"Ricardo Maldonado","1"
"Anthony Caronna, Alexander Smith","1"
"Mike Diva, Akiva Schaffer","1"
"Isao Yukisada","1"
"Jay Bulger","1"
"Feng Xiaogang","1"
"Chapman Way, Maclain Way","1"
"Marcelo Altmark, Mariano Mucci, Luis A. Scalella","1"
"N. Chandra","1"
"Mike Rohl","1"
"Damien Piscarel, Florent Bodin","1"
"Robert Adetuyi","1"
"Phil Morrison","1"
"Mahmoud Sabbagh","1"
"Sonny Mallhi","1"
"Lee Kirk","1"
"Amitava Bhattacharya","1"
"Robert Aldrich","1"
"Raj N. Sippy","1"
"Tarek Al Eryan","1"
"Atsuko Ishizuka","1"
"Abdellatif Kechiche","1"
"Pa. Ranjith","1"
"Bhavik Thakore","1"
"Tom Holland","1"
"Dave Patten","1"
"Jonathan Ignatius Green","1"
"Elisabeth Vogler","1"
"Max Amini","1"
"Israel Adrián Caetano, Bruno Stagnaro","1"
"Isabel Coixet","1"
"David Galán Galindo","1"
"Sunil Thakur","1"
"Michael Cristofer","1"
"Raman Kumar","1"
"Linda Korsten","1"
"Derick Cabrido","1"
"Katarina Launing","1"
"Damon Cardasis","1"
"Navjot Gulati","1"
"Carlos Morett","1"
"Bruce MacDonald, Gabriel Sabloff","1"
"Leo Riley","1"
"Kabir Khan","1"
"Stephen Chbosky","1"
"Rob Burnett","1"
"Mike Judge","1"
"Sarah Gavron","1"
"Steve Hickner, Simon J. Smith","1"
"Maïmouna Doucouré","1"
"Darren Grant","1"
"Daan Jansen, Stijn Verlinde","1"
"Sergio Pablos","1"
"Wouter Bouvijn","1"
"Alex Holmes","1"
"Jung-ah Im, Seung-uk Jo","1"
"Tinu Pappachan","1"
"Mohsin Ali","1"
"Vikas Bahl, Nitesh Tiwari","1"
"Jon Favreau","1"
"Erol Özlevi","1"
"Muharrem Gülmez","1"
"Joachim Fest, Christian Herrendoerfer","1"
"Leopoldo Aguilar","1"
"Shane Acker","1"
"Paul Raschid","1"
"Suresh Pillai","1"
"Roger Russell","1"
"Craig Elrod","1"
"Marc Abraham","1"
"Renuka Shahane","1"
"Samir Al Asfory","1"
"Sam O'Steen","1"
"Jan Suter, Raúl Campos","1"
"Almudena Carracedo, Robert Bahar","1"
"Sigrid Andrea Bernardo","1"
"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav","1"
"Julie Taymor","1"
"Matthew Atkinson","1"
"Colin Dench","1"
"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller","1"
"Rucha Humnabadkar","1"
"Quek Shio-chuan","1"
"Kranti Kanade","1"
"Thomas Meadmore","1"
"Eric Juhola","1"
"Abdul Aziz Hashad","1"
"Umut Aral","1"
"Scott Aukerman, Akiva Schaffer","1"
"Gary Binkow","1"
"Baltasar Kormákur","1"
"Trey Borzillieri, Barbara Schroeder","1"
"James Sweeney","1"
"Seyi Babatope","1"
"Hannes Stöhr","1"
"Gary Wang","1"
"Aleksandr Chernyaev, Fedor Lyass","1"
"Fabio Guaglione, Fabio Resinaro","1"
"Cory Edwards","1"
"Corey Yuen, Patrick Leung","1"
"Alejandra Márquez Abella","1"
"Tony Stone","1"
"Miguel Ángel Vivas","1"
"Meghan O'Hara","1"
"Elissa Down","1"
"Esteban Sapir","1"
"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm","1"
"Rakesh Mehta","1"
"James Dearden","1"
"Nick Davis","1"
"Emmanuel Mouret","1"
"Colin Teague","1"
"Kevin Ko, Peter Tsi","1"
"Athiyan Athirai","1"
"Odunlade Adekola","1"
"Tom Whitter","1"
"Akhigbe Ilozobhie","1"
"Ravikanth Perepu","1"
"Luis Valdez","1"
"Hakan Yonat","1"
"Kevin Donovan","1"
"Alethea Jones","1"
"Vivek Agnihotri","1"
"Eddie Martin","1"
"Param Gill","1"
"Lars Kaalund","1"
"Diego Cohen","1"
"Caio Cobra","1"
"Alexandre Reinecke","1"
"Andaç Haznedaroğlu","1"
"Simon Curtis","1"
"Musthafa","1"
"Jason Priestley","1"
"Bent-Jorgen Perlmutt","1"
"Carlos Bolado","1"
"Monica Floyd","1"
"Sam Fell, Chris Butler","1"
"Stephanie Soechtig, Jeremy Seifert","1"
"Marlene Melchior","1"
"Carlos Sorín","1"
"Hassan AbdulSalam","1"
"Jay Baruchel","1"
"Noushad","1"
"Michael Duggan","1"
"Ishaan Trivedi","1"
"Philip Marlatt","1"
"John A. Davis","1"
"Gurmmeet Singh","1"
"Robert Osman, Nathanael Wiseman","1"
"Pass Patthanakumjon","1"
"Raja Chanda","1"
"Joaquín Mazón","1"
"Gary Ross","1"
"Shojiro Nishimi, Guillaume Renard","1"
"Charles Officer","1"
"Noël Wells","1"
"Eric Darnell, Tom McGrath","1"
"Syed Ahmad Afzal","1"
"Yang Lei","1"
"Aadish Keluskar","1"
"Nicholas Stoller","1"
"Padraig Reynolds","1"
"Sophia Nahli Allison","1"
"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White","1"
"Jamal Hill","1"
"Padmakumar Narasimhamurthy","1"
"Mostafa Abu Seif","1"
"Leif Tilden","1"
"Ram","1"
"Jordi Llompart","1"
"Taron Lexton","1"
"Ahmed Saleh","1"
"Sanjay Gupta","1"
"Byeon Hee-sun","1"
"Lee Daniels","1"
"Fernando Meirelles","1"
"Phil Johnston, Rich Moore","1"
"Nathan Wiley","1"
"Frank W Chen","1"
"Ravi Udyawar","1"
"Puneet Khanna","1"
"Jon Hurwitz, Hayden Schlossberg","1"
"Sonia Kennebeck","1"
"Kirk De Micco, Chris Sanders","1"
"Mickey Liddell","1"
"John Crowley","1"
"Felix Herngren, Måns Herngren","1"
"Lin Oeding","1"
"Elaine Bogan, John Sanford","1"
"Tom Donahue","1"
"Paul Taublieb, Jon Freeman","1"
"Carly Stone","1"
"Mohd Khairul Azri Bin Md Noor","1"
"Ari Levinson","1"
"Mandeep Kumar","1"
"Dave Skinner, Freddie Waters","1"
"Abbas Tyrewala","1"
"Sunkanmi Adebayo","1"
"Kenzo Maihara, Amandha Wyanto","1"
"Patricia Font","1"
"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick","1"
"Amaan Khan","1"
"Jami","1"
"Nishil Sheth","1"
"Florian Schott","1"
"Ben Palmer","1"
"Ken Kushner","1"
"Miranda de Pencier","1"
"Jason Sussberg, David Alvarado","1"
"Jason Orley","1"
"Sumit Das","1"
"Peter Hewitt","1"
"Thomas Stuber","1"
"Michael Steiner","1"
"Sean Hanish","1"
"Tinge Krishnan","1"
"Siu-hung Chung, Wong Jing","1"
"Santiago Alvarado Ilarri","1"
"Jim Field Smith","1"
"Kabir Bhatia","1"
"Sophie Robinson, Lotje Sodderland","1"
"Greg Pritikin","1"
"Jastis Arimba","1"
"Nicole Holofcener","1"
"Lucy van Beek","1"
"Apurva Dhar Badgaiyann","1"
"Kubhaer T. Jethwani","1"
"Vibeke Idsøe","1"
"Jesse Gustafson","1"
"Cüneyt Kaya","1"
"Beeban Kidron","1"
"Albert Hughes, Allen Hughes","1"
"Raj Babu","1"
"Kamal Sahani","1"
"Elliot Hegarty","1"
"Ian Kirby","1"
"Paul Tanter","1"
"Jared Moshé","1"
"Pia Sukanya","1"
"Shady Hanna","1"
"Emmanuel Amara","1"
"Junichi Sato, Tomotaka Shibayama","1"
"Kim Jee-woon","1"
"Lars Klevberg","1"
"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi","1"
"Dan Lucchesi","1"
"Roman Atwood, Ben Pluimer","1"
"Yann Arthus-Bertrand, Michael Pitiot","1"
"Hirotsugu Kawasaki","1"
"Mariano Cohn, Gastón Duprat","1"
"Akiyuki Shinbo, Nobuyuki Takeuchi","1"
"Lena Khan","1"
"Dennis Scholl, Kareem Tabsch","1"
"Stuart Heisler","1"
"Austin Stark","1"
"Amitabha Singh","1"
"Yuki Yamato","1"
"Nathaniel Warsh","1"
"Amar Gupte","1"
"Kelly Noonan","1"
"William Eubank, Will Eubank","1"
"Han Qing","1"
"Jung Ji-woo","1"
"Igor Kovalyov, Norton Virgien","1"
"Ken Loach","1"
"Santosh Manjrekar","1"
"Salvador Espinosa","1"
"Girish Joshi","1"
"Scott Hussion, Seth Fuller","1"
"Paul Haggis","1"
"Fisher Stevens","1"
"Jessica Yu","1"
"Puri Jagannadh","1"
"L. Frazier","1"
"Jan Suter, Raúl Campos Delgado","1"
"Richard Curtis","1"
"María Jose Cuevas","1"
"Michael Kennedy","1"
"Venky Kudumula","1"
"Henrik Martin Dahlsbakken","1"
"Richard Claus, Karsten Kiilerich","1"
"Jeffrey W. Byrd","1"
"Robin Wright, David Fincher, Gerald McRaney, John David Coles, David Manson","1"
"Jean-Claude Flamand-Barny","1"
"Karen Maine","1"
"Marco Schnabel","1"
"Ayush Raina","1"
"Derek Hui","1"
"Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Kolsch, Dennis Widmyer","1"
"Scott Walker","1"
"Madhumita","1"
"Shaad Ali","1"
"Clarence Yiu-leung Fok","1"
"Tinnu Anand","1"
"Yann Gozlan","1"
"Satish Manwar","1"
"Steve Greenwood","1"
"Nidhi Sharma","1"
"Xavier Gens","1"
"Amal Neerad","1"
"Bronwen Hughes","1"
"Trevor Ryan","1"
"Rakshith Thirthahalli","1"
"Bumpy","1"
"Milind Rau","1"
"Isaac Rentz","1"
"Blair Hayes","1"
"Curtis Hanson","1"
"Hiroshi Katagiri","1"
"Keith Fulton, Louis Pepe","1"
"Glen Goei, Gavin Yap","1"
"Teng Huatao","1"
"Akiva Schaffer","1"
"Olivier Abbou","1"
"Sandeep Reddy Vanga","1"
"William Lau, Sylvain Blais","1"
"Eleonore Pourriat","1"
"Kike Maíllo","1"
"John Barnard","1"
"Jenny Carchman","1"
"Joel Crawford","1"
"Steve Loter","1"
"Julie Dash","1"
"Bob Hercules, Rita Coburn Whack","1"
"Sushil Majumdar","1"
"Handan İpekçi","1"
"Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","1"
"Pantham Thongsang, Cheewatan Pusitsuksa","1"
"Barbra Streisand, Jim Gable","1"
"Kate Mulleavy, Laura Mulleavy","1"
"Ally Pankiw","1"
"Wade Allain-Marcus, Jesse Allain-Marcus","1"
"Jung-ah Im","1"
"Ivan Silvestrini","1"
"George Mendeluk","1"
"Harry Baweja","1"
"Jerry Rothwell, Reuben Atlas","1"
"Toka McBaror, Tunde Apalowo","1"
"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita","1"
"Marc Levin","1"
"Sebastián Hofmann","1"
"Jeremy Rush","1"
"Mike Elliott","1"
"Partho Ghosh","1"
"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","1"
"Mangesh Hadawale","1"
"Harrison Smith","1"
"Diego Luna","1"
"Ajay Bahl","1"
"Paul Shoulberg","1"
"Perry Lang","1"
"Sunil Soraya","1"
"Jeffrey G. Hunt","1"
"Manoj Beedha","1"
"Rahul Ravindran","1"
"Diego Enrique Osorno","1"
"Teddy Chan","1"
"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey","1"
"Richard Kelly","1"
"Ben Shelton","1"
"Debaloy Dey","1"
"Saurav Palodhi","1"
"Jonathan Augustin","1"
"Ridley Scott","1"
"Daniela Goggi","1"
"Guillaume Pierret","1"
"Sian Heder","1"
"Rémy Four, Julien War","1"
"Fernando Frías De La Parra","1"
"Alex Winter","1"
"Rajiv Chilaka, Binayak Das","1"
"James Foley","1"
"Tony Collingwood","1"
"Alê Abreu","1"
"Dustin McKenzie, Andrew Duncan, Audu Paden","1"
"Daniel Monzón","1"
"Paul Munger","1"
"Radhika Rao, Vinay Sapru","1"
"Nick Simon","1"
"Camilla Nielsson","1"
"Fazila Allana","1"
"Yu Yang","1"
"Yasir Al Yasiri","1"
"Peter Yost","1"
"Lonzo Nzekwe","1"
"Mfanelo Ngoma","1"
"Marina Zenovich","1"
"Fab Five Freddie","1"
"Bruce McDonald","1"
"Kate Melville","1"
"Marina Seresesky","1"
"Anna Wieczur-Bluszcz","1"
"Houssam El-Din Mustafa","1"
"Mariano Barroso","1"
"Zuko Nodada","1"
"Paco Cabezas","1"
"Olivier Nakache, Éric Toledano","1"
"Grant Heslov","1"
"Jody Hill","1"
"Graham Phillips, Parker Phillips","1"
"Sonny Marler","1"
"Omung Kumar","1"
"Peter Svatek","1"
"Jan-Peter Horns","1"
"Kaspar Astrup Schröder","1"
"Femi Oyeniran, Nicky Slimting Walker","1"
"Nancy Schwartzman","1"
"John Smithson","1"
"Christophe Honoré","1"
"Tudor Giurgiu","1"
"Kang Cheng, Shan Hua","1"
"Tom Barton-Humphreys","1"
"Ashwiny Iyer Tiwari","1"
"Frank Oz, Jim Henson","1"
"Brett Hedlund","1"
"Harmony Korine","1"
"Iman Brotoseno","1"
"Brian O'Malley","1"
"Jorge Blanco","1"
"Roman Polanski","1"
"Richard Mears","1"
"William Bindley","1"
"Akiva Goldsman","1"
"Andrea Arnold","1"
"Ali Scher","1"
"Johnny To","1"
"Rajeev Chaudhari","1"
"Hsu Chih-yen, Mag Hsu","1"
"Ali Yorgancıoğlu","1"
"Adam Deyoe","1"
"Lee Yoon-jung","1"
"Tom O'Dell","1"
"Byron Howard, Chris Williams","1"
"André D'Elia","1"
"Sadeq Behbehani","1"
"Alex Parkinson, Richard da Costa","1"
"Samu Fuentes","1"
"Ellen Weissbrod","1"
"Antoine Bardou-Jacquet","1"
"Benjamin Ross","1"
"Alex Law","1"
"Sabina Fedeli, Anna Migotto","1"
"Wong Jing, Jason Kwan","1"
"Michael Petroni","1"
"Jayson Thiessen, Ishi Rudell","1"
"Brandon Camp","1"
"Elle Callahan","1"
"Duncan McMath","1"
"Josef Fares","1"
"Hans Petter Moland","1"
"Walter Hill","1"
"Bruce Leddy","1"
"Takashi Doscher","1"
"Sung-soo Kim","1"
"Praveen Nischol","1"
"David Raynr","1"
"M.J. Isakson","1"
"Andrés Couturier","1"
"Eric Abrams","1"
"Pawan Kumar","1"
"Daniel Gordon","1"
"Chris Moukarbel","1"
"Milton Horowitz","1"
"Shekhar Kapur","1"
"Keiichi Sato, Yasushi Kawamura","1"
"Amit Roy","1"
"Hepi Mita","1"
"Lennart Ruff","1"
"Anoop Sathyan","1"
"Monika Mitchell","1"
"Alberto Arnaut Estrada","1"
"Suhas Kadav","1"
"Scott McAboy","1"
"Harshavardhan Kulkarni","1"
"Vishal Mishra","1"
"Dean DeBlois","1"
"Patrice Laliberté","1"
"Vadim Jean","1"
"Krishna Agazzi, Filippo Gastaldi","1"
"Sacha Wolff","1"
"Kunal Deshmukh","1"
"Jenny Gage","1"
"Gerry Blaksley","1"
"Jesse Handsher, Olivier Roland","1"
"Tim Rouhana","1"
"Steve McLean","1"
"Julia Willoughby Nason, Jenner Furst","1"
"Volker Arzt, Angelika Sigl","1"
"Austin Peck, Anneliese Vandenberg","1"
"Oliver Kienle","1"
"Jelle de Jonge","1"
"Shagufta Rafique","1"
"Greta Gerwig","1"
"Oded Raz","1"
"Michael Steed","1"
"Christian Ditter","1"
"Elisa Fuksas","1"
"JP Habac","1"
"Atanu Mukherjee","1"
"Dawn Porter","1"
"Gary David Goldberg","1"
"Saeed Hamed","1"
"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan","1"
"Jennifer Phang","1"
"Michael Curtiz","1"
"Mario Mattei","1"
"Cecilia Peck","1"
"Jesse Adang, Syrine Boulanouar","1"
"Prabhuraj","1"
"Kornél Mundruczó","1"
"Stephen Amezdroz","1"
"Luca Vullo","1"
"Kagiso Lediga","1"
"Syamsul Yusof","1"
"Michael Radford","1"
"Yeo Siew Hua","1"
"Dani de la Torre","1"
"Narendra Nath","1"
"Mamoru Hosoda","1"
"Bin Bunluerit","1"
"Nora Ephron","1"
"John Luessenhop","1"
"Mimi Leder","1"
"Alex Díaz, Marcos Bucay","1"
"Prabhu Deva","1"
"Amro Salah","1"
"Christophe Charrier","1"
"Andy Capper","1"
"Biyi Bandele","1"
"Susannah Heath-Eves","1"
"KVR Mahendra","1"
"John Murlowski","1"
"Matthew Michael Carnahan","1"
"Adam MacDonald","1"
"Daryl Hannah","1"
"Cristina Costantini, Kareem Tabsch","1"
"Mansore","1"
"Sittisiri Mongkolsiri","1"
"Robert McCullough Jr.","1"
"Thor Freudenthal","1"
"Óskar Thór Axelsson","1"
"Carles Torras","1"
"John Hoffman, Nanfu Wang","1"
"Marcus Nispel","1"
"Manish Saini","1"
"James Brown","1"
"Lewis Milestone","1"
"Sean Foley","1"
"Glenn Weiss","1"
"Heber Cannon","1"
"Brandon Jones","1"
"Joe Roth","1"
"Stacia Crawford","1"
"Jeff Margolis","1"
"Rushmore DeNooyer","1"
"To-hoi Kong","1"
"Fumihiko Sori","1"
"Joshua Oppenheimer","1"
"Lai Chun-yu","1"
"Liao Shih-han","1"
"Peter Foott","1"
"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul","1"
"Liam Lynch","1"
"Vinil Mathew","1"
"Tom Shadyac","1"
"Owen Trevor","1"
"Jack Starrett","1"
"Rudy Soedjarwo, Riri Riza","1"
"Peggy Holmes","1"
"Rachel Bell","1"
"Anthony Wonke","1"
"Rahat Kazmi","1"
"Erik Kling, Kevin Peaty","1"
"Jason Krawczyk","1"
"Sue Kim","1"
"Eric Notarnicola","1"
"Eva Vives","1"
"Ritesh Batra","1"
"Nzingha Stewart","1"
"Fabio Ock, Joana Mazzucchelli","1"
"Phil Lord, Christopher Miller","1"
"Reginald Hudlin","1"
"Nottapon Boonprakob","1"
"Andrew Goth","1"
"Vetrimaaran","1"
"V. K. Prakash","1"
"Malik Vitthal","1"
"Azazel Jacobs","1"
"Raúl Arévalo","1"
"Jon Alpert","1"
"Sanjib Dey","1"
"Michael Thelin","1"
"P.K. Baaburaaj","1"
"Tony Bancroft, Scott Christian Sava","1"
"Sarah Adina Smith","1"
"Afia Nathaniel","1"
"Anil Thomas","1"
"Dan Krauss","1"
"Parveen Kumar","1"
"Yesim Ustaoglu","1"
"Limbert Fabian, Brandon Oldenburg","1"
"David Briggs","1"
"Ananda Krishnan","1"
"Tim Van Someren","1"
"Huw Cordey","1"
"Vijay Yelakanti","1"
"David Sington, Heather Walsh","1"
"Vijay Milton","1"
"Megha Ramaswamy","1"
"Keith Scholey","1"
"Anthony Lucero","1"
"Eduardo Casanova","1"
"Sam Taylor-Johnson","1"
"Liu Jie","1"
"Amarpreet G S Chabbra","1"
"Phil Nibbelink, Simon Wells","1"
"Sandy Chronopoulos","1"
"Ángel Gómez Hernández","1"
"Gastón Duprat, Mariano Cohn","1"
"Olivier Loustau","1"
"David Mirkin","1"
"Woo Ming Jin","1"
"Bigflo & Oli, Jérémie Levypon","1"
"Yandy Laurens","1"
"K.C. Bokadia","1"
"David Batra, Jon Rudberg","1"
"Ron Clements, John Musker","1"
"Skye Borgman","1"
"Michael Apted","1"
"Gaspar Antillo","1"
"Craig Johnson","1"
"Joel Oliansky","1"
"Shanavas K. Bavakutty","1"
"Gina Prince-Bythewood","1"
"Corey Grant","1"
"Florian Schnell","1"
"Nabil Ayouch","1"
"John Haptas, Kristine Samuelson","1"
"Ken Kwapis","1"
"Joel Gallen, Tig Notaro","1"
"Robert Smigel","1"
"Maria Pulera","1"
"Sharon Grimberg","1"
"Ananth Narayan Mahadevan","1"
"Sara Dosa","1"
"Ben C. Lucas","1"
"Sara Colangelo","1"
"Iain Softley","1"
"Matt Piedmont","1"
"Svetlana Cvetko","1"
"Anthony Byrne","1"
"Alan J. Pakula","1"
"Pieter-Jan De Pue","1"
"Samir Karnik","1"
"Cassia Dian","1"
"Dean Craig","1"
"Hikari","1"
"Jedd Wider, Todd Wider","1"
"Natalie Portman","1"
"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum","1"
"C.J. Wallis","1"
"Melanie Mayron","1"
"Amardeep Singh Gill","1"
"Jayaraj Rajasekharan Nair","1"
"Suman Ghosh","1"
"Brian Webber","1"
"Michael Fimognari","1"
"Josh Aronson","1"
"Aaron Woodley","1"
"Juan Pablo Buscarini","1"
"Petra Costa, Lea Glob","1"
"Michael Tolajian","1"
"Farhad Safinia","1"
"Andrew Stanton","1"
"Claude Lelouch","1"
"Ahmed Medhat","1"
"Greg Tiernan","1"
"Todd Biermann","1"
"John Irvin","1"
"Chad L. Scheifele","1"
"Keiichi Hara","1"
"Pedro Coutinho","1"
"Santwana Bardoloi","1"
"André Øvredal","1"
"Varun Narvekar","1"
"Christian Duguay","1"
"Buzz Kulik","1"
"Michael Simon, Matthew McNeil","1"
"Alessio Cremonini","1"
"Tom Stubberfield","1"
"Richard Finn, Tim Maltby","1"
"P.T. Kunju Muhammad","1"
"Lawrence Kasdan","1"
"Olivia Newman","1"
"Paul M. Green","1"
"Peter Howitt","1"
"Robb Dipple","1"
"Mark Risley","1"
"Jason James","1"
"Anubhav Sinha","1"
"Jeffrey Nachmanoff","1"
"Manbhavan Singh","1"
